respond,gift,resplast,weekslast,propresp,mailsyear,giftlast,avggift
0,0,0,65.428574,.33333299,2.25,15,11.666667
0,0,0,26.142857,.75,2,5,5
0,0,0,26.142857,.33333299,2.25,10,10
0,0,1,13.142858,.77777803,2.25,5,5
0,0,0,143,.222222,2.25,25,17.5
0,0,0,26.142857,.375,2,10,8.333333
0,0,1,13.142858,.25,2,20,17.5
1,15,0,143,.222222,2.25,10,10
0,0,0,65.428574,.444444,2.25,10,8.75
1,10,0,103.85714,.111111,2.25,25,25
0,0,0,120.14286,.222222,2.25,10,17.5
1,5,1,13.142858,.66666698,2.25,5,5
0,0,0,51.285713,.33333299,2.25,15,11.666667
0,0,0,26.142857,.375,2,15,11.666667
0,0,1,13.142858,.555556,2.25,5,7
0,0,0,129.14285,.33333299,2.25,10,11.666667
1,10,1,13.142858,.5,2,10,6.25
1,5,0,51.285713,.40000001,2.5,5,5
0,0,0,26.142857,.5,3.5,20,20.75
0,0,1,13.142858,.30000001,2.5,10,10
1,25,1,13.142858,.72727299,2.75,25,25
0,0,0,77.14286,.27272701,2.75,50,83.333336
1,25,0,39.285713,.83333302,3,25,26.5
0,0,1,13.142858,.5,3,50,45.833332
1,25,1,13.142858,.81818199,2.75,25,25
1,25,0,26.142857,.83333302,3,25,24
1,25,1,13.142858,.81818199,2.75,25,23.333334
1,25,1,13.142858,1,3,25,19.166666
1,20,1,13.142858,1,2.75,20,18.166666
1,30,1,13.142858,.72727299,2.75,25,25
1,25,1,13.142858,.909091,2.75,25,25
1,50,1,26.142857,.909091,2.75,15,20
0,0,1,13.142858,.36363599,2.75,50,62.5
1,25,1,13.142858,.72727299,2.75,25,25
1,25,1,13.142858,.72727299,2.75,25,28.166666
1,25,1,26.142857,.72727299,2.75,25,25
1,25,1,13.142858,.81818199,2.75,25,27.75
1,15,1,13.142858,1,2.75,20,23.666666
1,100,0,51.285713,.54545498,2.75,100,66.666664
1,25,1,13.142858,1,2.75,20,29.090918
1,50,0,39.285713,.45454499,2.75,50,50
1,25,1,13.142858,.81818199,2.75,25,20.5
0,0,1,13.142858,.54545498,2.75,100,58.333332
1,50,0,26.142857,.54545498,2.75,50,50
1,30,1,13.142858,.81818199,2.75,40,33.333332
0,0,0,39.285713,.36363599,2.75,25,93.75
1,50,1,13.142858,.81818199,2.75,50,36.111111
0,0,0,26.142857,.81818199,2.75,25,35.5
1,50,1,13.142858,.36363599,2.75,50,62.5
0,0,0,51.285713,.36363599,2.75,100,53.75
1,25,1,13.142858,1,2.75,25,25
1,25,1,13.142858,1,2.75,25,25.5
1,25,1,13.142858,1,2.75,25,25
1,25,1,13.142858,1,2.75,25,25
1,25,0,26.142857,.81818199,2.75,25,30
1,100,0,51.285713,.63636398,2.75,15,18.5
0,0,1,13.142858,.72727299,2.75,35,30
1,25,0,39.285713,.5,3,25,25.833334
0,0,1,26.142857,.909091,2.75,20,17.5
1,25,0,26.142857,.83333302,3,10,17
1,50,0,51.285713,.27272701,2.75,50,50
1,25,0,39.285713,.63636398,2.75,25,25
0,0,0,51.285713,.36363599,2.75,50,50
1,25,0,26.142857,.63636398,2.75,25,25
1,30,1,13.142858,.81818199,2.75,10,18.833334
1,15,1,13.142858,1,2.75,15,15
1,50,1,13.142858,.72727299,2.75,50,53.166668
1,25,1,13.142858,.83333302,3,10,17
0,0,1,13.142858,.63636398,2.75,50,28.5
1,25,0,39.285713,.63636398,2.75,25,23.5
0,0,0,26.142857,.72727299,2.75,25,23.75
1,25,0,26.142857,.45454499,2.75,10,27
1,25,1,13.142858,.81818199,2.75,25,15
1,10,0,143,.18181799,2.75,50,75
0,0,1,13.142858,.63636398,2.75,25,25
0,0,1,13.142858,.36363599,2.75,50,37.5
1,20,0,26.142857,.72727299,2.75,25,24.375
0,0,1,13.142858,.909091,2.75,25,21.5
0,0,0,65.428574,.58333302,3,25,30
1,100,0,51.285713,.36363599,2.75,100,100
1,30,1,13.142858,.54545498,2.75,30,28.333334
1,50,1,13.142858,.36363599,2.75,25,31.25
0,0,1,13.142858,.45454499,2.75,25,40
0,0,1,13.142858,.909091,2.75,20,20
1,15,1,13.142858,1,2.75,15,17.75
1,25,0,39.285713,.54545498,2.75,25,25
0,0,1,13.142858,.54545498,2.75,25,30.833334
1,30,0,39.285713,.72727299,2.75,10,19.375008
1,55,0,51.285713,.27272701,2.75,50,50
1,25,0,26.142857,.75,3,25,20
1,50,0,51.285713,.36363599,2.75,50,38.75
0,0,0,158,.090908997,2.75,200,200
0,0,1,13.142858,.72727299,2.75,25,25
0,0,1,13.142858,.909091,2.75,25,23
0,0,0,26.142857,.91666698,3,50,47.75
1,25,0,51.285713,.33333299,3,25,25
1,100,0,51.285713,.63636398,2.75,100,64.25
1,10,0,39.285713,.66666698,3,10,11.833333
1,25,0,51.285713,.30769199,3.25,25,20
0,0,1,13.142858,.83333302,3,10,10
1,10,0,26.142857,.75,3,15,11.111111
1,20,1,13.142858,.5,3,15,15
0,0,0,51.285713,.41666701,3,20,18
0,0,1,13.142858,.66666698,3,10,12.5
1,25,0,51.285713,.41666701,3,25,17
1,20,1,13.142858,.66666698,3,10,10
1,10,0,39.285713,.58333302,3,20,12.166667
0,0,0,26.142857,.83333302,3,10,10
1,20,0,51.285713,.33333299,3,20,21.25
0,0,0,26.142857,.58333302,3,15,15
0,0,1,13.142858,.58333302,3,10,13.5
1,15,0,39.285713,.58333302,3,10,12.833333
0,0,0,120.14286,.25,3,50,33.333332
0,0,1,13.142858,.66666698,3,15,13.75
0,0,0,120.14286,.33333299,3,25,27.5
1,25,0,51.285713,.54545498,2.75,25,25
1,10,0,26.142857,.75,3,15,10.5
1,10,1,13.142858,.75,3,10,12.25
0,0,0,90,.33333299,3,25,25
1,10,1,13.142858,.75,3,10,11.666667
1,25,0,51.285713,.33333299,3,25,25
1,10,0,39.285713,.75,3,10,11.666667
1,10,0,77.14286,.5,3,10,18.333334
0,0,0,90,.41666701,3,10,24
1,20,0,51.285713,.33333299,3,20,23.75
0,0,1,13.142858,.33333299,3,30,30
0,0,0,26.142857,.5,3,20,19.166666
0,0,0,51.285713,.33333299,3,35,30
0,0,0,51.285713,.33333299,3,25,23.75
1,10,1,13.142858,.66666698,3,10,13.166667
0,0,0,39.285713,.66666698,3,10,14.375006
1,10,1,13.142858,.75,3,10,11.666667
1,10,0,39.285713,.75,3,10,10
0,0,0,143,.33333299,3,25,25
0,0,1,13.142858,.81818199,2.75,100,77.75
0,0,0,77.14286,.36363599,3.25,20,16.25
0,0,0,51.285713,.33333299,3,10,10
1,10,0,26.142857,.45454499,2.75,10,11
0,0,0,103.85714,.25,3,25,25
1,7,0,26.142857,.75,3,5,7.25
0,0,0,39.285713,.75,3,10,7.75
0,0,0,77.14286,.58333302,3,10,10
0,0,1,13.142858,.58333302,3,10,10
0,0,0,39.285713,.45454499,2.75,25,30
0,0,0,90,.33333299,3,10,13.75
0,0,0,51.285713,.41666701,3,15,16
1,100,0,26.142857,.81818199,2.75,100,100
1,200,0,51.285713,.45454499,2.75,200,140
0,0,0,65.428574,.54545498,2.75,100,141.66667
0,0,1,13.142858,.45454499,2.75,10,157.39999
0,0,0,158,.090908997,2.75,750,750
0,0,0,129.14285,.25,3,25,25
0,0,0,120.14286,.25,3,25,25
0,0,0,51.285713,.33333299,3,25,25
0,0,1,13.142858,.66666698,3,12,12.374996
0,0,0,51.285713,.41666701,3,15,16
1,100,1,13.142858,.81818199,2.75,50,66.666664
1,15,0,39.285713,.5,3,15,14.166667
1,20,0,51.285713,.41666701,3,20,16
0,0,0,90,.33333299,3,25,25
0,0,1,13.142858,.41666701,3,25,20
0,0,0,51.285713,.33333299,3,25,25
0,0,0,65.428574,.5,3,10,14.166667
1,5,1,13.142858,1,3,5,7.0833364
0,0,0,90,.46153799,3.25,15,13.333333
1,25,0,65.428574,.25,3,25,21.666666
0,0,1,13.142858,.66666698,3,10,10
1,10,0,51.285713,.5,3,15,13.333333
1,10,1,13.142858,.91666698,3,5,6.8333335
0,0,1,13.142858,.66666698,3,10,10.666667
0,0,0,51.285713,.41666701,3,20,20
0,0,0,26.142857,.45454499,2.75,25,25
0,0,0,26.142857,.54545498,2.75,15,15.833333
1,10,0,39.285713,.83333302,3,10,11
1,10,1,13.142858,.909091,2.75,10,10
0,0,0,65.428574,.45454499,2.75,25,25
1,20,1,13.142858,.45454499,2.75,20,21
1,10,1,13.142858,1,2.75,10,9.5
1,10,1,13.142858,.909091,2.75,10,10
0,0,0,39.285713,.54545498,2.75,25,20
1,10,1,13.142858,.83333302,3,10,11
0,0,0,26.142857,.72727299,2.75,10,15
1,10,1,13.142858,.909091,2.75,10,10
0,0,0,26.142857,.36363599,2.75,50,31.25
0,0,0,51.285713,.36363599,2.75,25,23.75
0,0,0,39.285713,.45454499,2.75,25,24
1,10,1,13.142858,.909091,2.75,10,10
0,0,0,26.142857,.909091,2.75,10,10
1,10,1,13.142858,1,2.75,10,9.09091
1,25,0,51.285713,.36363599,2.75,25,25
1,10,1,13.142858,1,2.75,10,9.5
1,25,0,120.14286,.33333299,3,25,25
0,0,1,13.142858,.45454499,2.75,25,25
1,15,1,13.142858,1,2.75,10,10
1,25,1,13.142858,.63636398,2.75,25,13.5
1,25,0,51.285713,.36363599,2.75,25,25
1,10,1,13.142858,1,2.75,5,9.5
0,0,0,77.14286,.27272701,2.75,50,41.666668
0,0,0,143,.18181799,2.75,25,62.5
0,0,0,143,.27272701,2.75,50,41.666668
0,0,1,13.142858,.909091,2.75,10,11.5
0,0,0,103.85714,.36363599,2.75,25,25
0,0,0,26.142857,.36363599,2.75,25,25
0,0,0,51.285713,.33333299,3,50,31.25
0,0,0,26.142857,.5,3,20,20.833334
1,50,0,39.285713,.18181799,2.75,25,37.5
0,0,0,103.85714,.41666701,3,25,25
1,10,1,13.142858,.83333302,3,10,11.5
1,10,0,26.142857,.83333302,3,10,10.6
1,10,1,13.142858,.909091,2.75,10,10
1,25,0,51.285713,.33333299,3,25,25
1,10,1,13.142858,.81818199,2.75,10,10
0,0,0,51.285713,.45454499,2.75,25,22
1,10,1,13.142858,.81818199,2.75,10,10
1,10,1,13.142858,.81818199,2.75,10,10
0,0,0,65.428574,.45454499,2.75,25,22
1,10,1,13.142858,.81818199,2.75,10,10
0,0,1,13.142858,.36363599,2.75,35,27.5
0,0,1,13.142858,.45454499,2.75,20,22
1,20,0,26.142857,.54545498,2.75,20,17.5
0,0,1,13.142858,.909091,2.75,10,10
0,0,1,13.142858,.91666698,3,10,10
0,0,1,13.142858,.45454499,2.75,25,22
1,10,1,13.142858,1,2.75,10,8.166667
1,10,1,13.142858,.81818199,2.75,10,10
1,10,0,26.142857,.81818199,2.75,10,10
1,15,0,26.142857,.63636398,2.75,15,11.5
1,10,1,13.142858,.83333302,3,10,10
1,10,1,13.142858,.909091,2.75,5,9.5
0,0,0,77.14286,.36363599,2.75,25,28.75
0,0,1,13.142858,.63636398,2.75,15,16.5
1,15,1,13.142858,.72727299,2.75,10,11.25
0,0,1,13.142858,.72727299,2.75,10,14.375006
1,25,0,51.285713,.72727299,2.75,15,11.25
1,10,1,13.142858,.72727299,2.75,10,11.833333
1,10,0,39.285713,.63636398,2.75,10,13.5
0,0,0,65.428574,.45454499,2.75,25,23
1,10,1,13.142858,.72727299,2.75,15,13.166667
1,10,1,13.142858,.83333302,3,10,10
0,0,1,13.142858,.909091,2.75,10,11.5
0,0,1,13.142858,.27272701,2.75,30,36.666668
1,25,0,51.285713,.36363599,2.75,25,22.5
1,10,0,26.142857,.72727299,2.75,10,11.25
1,10,1,13.142858,.72727299,2.75,10,12.5
1,10,1,13.142858,.81818199,2.75,10,10
1,10,1,13.142858,.81818199,2.75,10,10
1,25,1,13.142858,.66666698,3,10,11.25
0,0,0,65.428574,.27272701,2.75,25,41.666668
1,25,1,13.142858,.54545498,2.75,25,25
1,25,1,13.142858,.36363599,2.75,25,25
1,25,0,26.142857,.45454499,2.75,25,25
1,25,0,51.285713,.41666701,3,25,25
1,25,0,26.142857,.63636398,2.75,25,18.5
0,0,0,26.142857,.63636398,2.75,25,18.5
1,15,1,13.142858,1,2.75,10,11.833333
0,0,1,13.142858,.27272701,2.75,50,50
0,0,0,26.142857,.72727299,2.75,15,16.833334
0,0,0,26.142857,.5,3,25,25
1,25,0,51.285713,.41666701,3,25,25
1,25,1,13.142858,.54545498,2.75,25,16.666666
1,12,1,13.142858,1,2.75,10,12.25
0,0,0,51.285713,.27272701,2.75,25,25
1,25,0,39.285713,.45454499,2.75,25,25
0,0,0,26.142857,.45454499,2.75,30,30
1,25,0,143,.27272701,2.75,25,41.666668
0,0,0,65.428574,.18181799,2.75,50,75
0,0,0,26.142857,.45454499,2.75,50,28
1,25,0,39.285713,.63636398,2.75,25,18.5
0,0,1,13.142858,.5,3,15,18.333334
1,20,0,26.142857,.72727299,2.75,15,15.666667
0,0,0,26.142857,.63636398,2.75,25,20.75
0,0,0,103.85714,.36363599,2.75,25,36.25
0,0,1,13.142858,.45454499,2.75,25,32
1,25,0,51.285713,.5,3,25,25
1,15,1,13.142858,.81818199,2.75,15,15.5
0,0,0,39.285713,.63636398,2.75,25,24.25
1,25,0,26.142857,.54545498,2.75,50,24.166666
1,25,1,13.142858,.45454499,2.75,25,23
1,25,1,13.142858,1,2.75,20,10.909086
1,10,1,13.142858,.91666698,3,10,13.666667
0,0,0,39.285713,.72727299,2.75,20,20.666666
0,0,1,13.142858,.75,3,10,18.333334
1,25,0,26.142857,.54545498,2.75,15,23.333334
0,0,1,13.142858,.72727299,2.75,15,17.5
1,25,1,13.142858,.81818199,2.75,10,13.833333
1,25,1,13.142858,.45454499,2.75,25,24
1,30,1,13.142858,.45454499,2.75,10,23
0,0,0,39.285713,.36363599,2.75,25,31.25
0,0,0,51.285713,.54545498,2.75,10,20
1,10,1,13.142858,1,2.75,10,10
1,10,1,13.142858,1,2.75,10,10
1,10,1,13.142858,.909091,2.75,15,11
1,20,0,51.285713,.54545498,2.75,20,18.333334
1,10,1,13.142858,1,2.75,10,10
1,10,1,13.142858,1,2.75,10,10
1,10,1,13.142858,1,2.75,10,10
1,15,1,13.142858,.81818199,2.75,15,15
1,10,1,13.142858,1,2.75,10,10
1,10,1,13.142858,1,2.75,10,10.166667
1,10,1,13.142858,1,2.75,10,10
1,10,1,13.142858,.909091,2.75,10,10.700003
0,0,1,13.142858,.45454499,2.75,25,25
0,0,0,90,.27272701,2.75,25,41.666668
0,0,0,65.428574,.36363599,2.75,25,31.25
1,10,1,13.142858,1,2.75,10,10.909086
1,10,1,13.142858,1,2.75,10,10
1,15,1,13.142858,.909091,2.75,10,12
1,20,1,13.142858,.72727299,2.75,10,15
1,10,1,13.142858,.909091,2.75,10,12.5
1,15,0,26.142857,.72727299,2.75,15,13.75
0,0,0,39.285713,.36363599,2.75,50,36.25
1,15,0,26.142857,.81818199,2.75,15,13.25
1,20,0,51.285713,.45454499,2.75,20,22
1,10,1,13.142858,.909091,2.75,10,12
1,10,0,26.142857,.81818199,2.75,10,13.333333
1,30,0,26.142857,.27272701,2.75,30,35
1,10,1,13.142858,1,2.75,10,10.909086
1,20,1,13.142858,.72727299,2.75,10,13.166667
0,0,1,13.142858,.45454499,2.75,25,22
0,0,0,103.85714,.36363599,2.75,90,33.75
0,0,1,13.142858,.81818199,2.75,20,13.333333
1,25,0,51.285713,.45454499,2.75,25,22
1,25,0,26.142857,.63636398,2.75,10,15.75
0,0,1,13.142858,.45454499,2.75,25,24
1,15,1,26.142857,.58333302,3,10,15.75
1,10,0,51.285713,.5,2,10,10
1,25,0,51.285713,.33333299,3,25,25
1,30,1,13.142858,.83333302,3,30,30
1,25,1,13.142858,1,3,25,25
0,0,0,26.142857,.66666698,3,50,50
1,25,1,13.142858,1,3,25,27.5
1,75,1,13.142858,.33333299,3,75,75
1,25,1,13.142858,.83333302,3,50,32
1,10,0,26.142857,.75,3,20,38.5
1,35,0,39.285713,.66666698,3,50,37.5
1,25,1,13.142858,1,3,25,25
1,25,1,13.142858,1,3,25,25
0,0,1,13.142858,.75,3,25,42.25
0,0,0,26.142857,.83333302,3,25,32.5
1,25,1,13.142858,1,3,25,25
1,25,1,13.142858,1,3,25,25
1,50,1,13.142858,.58333302,3,25,42.833332
0,0,1,13.142858,.58333302,3,75,50
1,50,0,39.285713,.58333302,3,50,50
1,30,1,13.142858,1,3,30,28.333334
1,75,1,13.142858,.91666698,3,50,54.5
0,0,0,26.142857,.5,3,180,88.333336
0,0,0,77.14286,.5,3,75,87.5
1,25,1,13.142858,1,3,10,25.833334
1,50,1,13.142858,.91666698,3,50,47.25
1,50,1,13.142858,.75,3,25,61.111111
1,50,1,13.142858,.75,3,25,52.75
0,0,0,51.285713,.58333302,3,100,78.5
1,50,1,13.142858,.91666698,3,25,43.166668
1,25,1,13.142858,.72727299,3.25,25,50
1,50,1,13.142858,.83333302,3,40,44.5
1,30,1,13.142858,.83333302,3,25,35.800003
1,50,1,13.142858,.91666698,3,50,37.25
1,100,0,51.285713,.33333299,3,100,100
1,50,1,13.142858,.58333302,3,50,50
1,25,1,13.142858,1,3,25,33.333332
1,100,0,51.285713,.5,3,100,58.333332
1,10,1,13.142858,1,3,25,25.833334
1,25,1,13.142858,1,3,25,25
0,0,1,13.142858,.83333302,3,35,26.5
0,0,1,13.142858,.83333302,3,25,25
0,0,1,13.142858,.83333302,3,25,25
0,0,0,51.285713,.41666701,3,50,50
0,0,0,77.14286,.25,3,100,100
0,0,0,39.285713,.83333302,3,25,29.5
1,50,0,39.285713,.66666698,3,25,25
0,0,1,13.142858,.91666698,3,25,25.909094
0,0,0,26.142857,.58333302,3,50,40
1,100,1,13.142858,.91666698,3,80,73.166664
1,25,1,13.142858,.66666698,3,25,28.166666
1,25,1,13.142858,.91666698,3,25,22.909096
1,25,1,13.142858,.75,3,25,25
1,25,0,51.285713,.66666698,3,25,28.166666
1,25,0,26.142857,.75,3,25,25
0,0,0,51.285713,.5,3,40,45
1,25,1,13.142858,.83333302,3,25,23.5
1,50,0,51.285713,.41666701,3,50,50
0,0,0,39.285713,.5,3,25,50
1,20,1,13.142858,.91666698,3,25,26.363646
1,25,1,13.142858,.91666698,3,25,25
1,25,1,13.142858,.91666698,3,25,25
0,0,1,13.142858,1,3,100,87.5
1,25,1,13.142858,.83333302,3,25,27.5
1,25,1,13.142858,.84615397,3.25,25,27.25
1,25,0,26.142857,.91666698,3,25,25
1,50,1,13.142858,.75,3,50,25
1,50,1,13.142858,.5,3,35,40
0,0,1,13.142858,.83333302,3,25,31
1,25,0,26.142857,.91666698,3,25,25
0,0,0,26.142857,.91666698,3,25,25.909094
1,25,1,13.142858,1,3,25,25
1,25,1,13.142858,.91666698,3,25,25
1,25,1,13.142858,1,3,25,22.916656
1,90,0,51.285713,.25,3,75,75
0,0,0,26.142857,.83333302,3,100,31
1,25,1,13.142858,1,3,25,24.166666
0,0,0,26.142857,.91666698,3,75,63.666668
1,10,1,13.142858,.81818199,2.75,10,10
1,100,1,13.142858,1,3,100,68.75
1,25,0,39.285713,.615385,3.25,25,25
0,0,1,13.142858,.76923102,3.25,25,22
1,25,1,13.142858,.69230801,3.25,25,25
0,0,0,65.428574,.30769199,3.25,75,68.75
0,0,0,51.285713,.76923102,3.25,25,25
1,25,0,26.142857,.76923102,3.25,25,22.5
0,0,0,39.285713,.76923102,3.25,25,25
0,0,0,39.285713,.30769199,3.25,50,50
0,0,0,26.142857,.69230801,3.25,15,21.111111
1,25,1,13.142858,.69230801,3.25,25,25
0,0,1,13.142858,.615385,3.25,25,31.833334
0,0,1,13.142858,.615385,3.25,25,23.75
0,0,1,13.142858,.76923102,3.25,25,22.5
1,25,0,39.285713,.53846198,3.25,25,24.25
0,0,1,13.142858,.84615397,3.25,25,18.666666
1,15,1,13.142858,1,3.25,15,14.666667
0,0,0,51.285713,.615385,3.25,25,35
1,25,0,26.142857,.69230801,3.25,25,25
1,20,1,13.142858,1,3,15,18.75
1,30,1,13.142858,1,3.25,30,28.833334
1,25,1,13.142858,1,3.25,30,25
1,25,1,13.142858,.69230801,3.25,15,17.75
1,100,0,39.285713,.46153799,3.25,100,100
1,50,1,13.142858,.92307699,3.25,50,56.25
1,50,1,13.142858,.76923102,3.25,50,65
1,25,1,13.142858,.92307699,3.25,25,42.083344
0,0,0,26.142857,.76923102,3.25,50,50
0,0,1,13.142858,.84615397,3.25,25,25
1,50,1,13.142858,.92307699,3.25,30,29.5
0,0,1,13.142858,.46153799,3.25,30,46.666668
0,0,0,26.142857,.78571397,3.5,35,34.5
0,0,0,26.142857,.92307699,3.25,25,27.5
0,0,0,26.142857,.92307699,3.25,25,25
1,25,1,13.142858,.84615397,3.25,25,25
1,25,1,13.142858,.84615397,3.25,10,23.666666
1,15,1,13.142858,.84615397,3.25,15,15.909096
1,20,1,13.142858,.84615397,3.25,20,15.5
0,0,0,39.285713,.384615,3.25,10,15
0,0,1,13.142858,.69230801,3.25,10,11.666667
0,0,0,51.285713,.30769199,3.25,25,25
1,25,0,65.428574,.53846198,3.25,25,15
0,0,0,90,.384615,3.25,25,25
0,0,0,51.285713,.384615,3.25,25,25
0,0,0,51.285713,.384615,3.25,25,25
0,0,0,51.285713,.46153799,3.25,10,20
0,0,0,51.285713,.615385,3.25,10,13.166667
1,25,1,13.142858,.83333302,3,25,23
0,0,1,13.142858,.615385,3.25,15,13.166667
1,20,1,13.142858,.615385,3.25,15,14.375006
0,0,0,26.142857,.69230801,3.25,10,10
0,0,0,39.285713,.25,3,25,25
0,0,0,120.14286,.23076899,3.25,25,25
0,0,0,120.14286,.23076899,3.25,25,25
0,0,0,103.85714,.23076899,3.25,25,25
1,10,1,13.142858,.46153799,3.25,10,22.5
1,25,0,51.285713,.384615,3.25,25,22
1,50,1,13.142858,.46153799,3.25,25,25
1,25,0,39.285713,.46153799,3.25,25,25
0,0,1,13.142858,.78571397,3.5,10,15
1,250,1,13.142858,.75,3,50,188.83333
1,10,1,13.142858,.76923102,3.25,15,17.5
1,15,1,13.142858,.46153799,3.25,15,27.5
0,0,0,26.142857,.384615,3.25,25,30
0,0,1,13.142858,1,3.25,10,12.692307
0,0,0,77.14286,.30769199,3.25,50,37.5
1,25,0,51.285713,.35714301,3.5,25,25
0,0,0,39.285713,.46153799,3.25,25,25
0,0,0,143,.23076899,3.25,50,50
0,0,0,26.142857,.46153799,3.25,25,26.666666
0,0,0,65.428574,.384615,3.25,25,30
0,0,0,77.14286,.384615,3.25,25,25
1,10,1,13.142858,1,3.25,10,10
0,0,0,39.285713,.384615,3.25,25,30
1,25,1,13.142858,.46153799,3.25,25,25
1,25,1,13.142858,.75,3,25,23.833334
0,0,0,90,.41666701,3,25,25
1,20,0,39.285713,.66666698,3,20,16.833334
0,0,0,90,.25,3,50,50
0,0,0,26.142857,.75,3,25,15.5
1,25,0,26.142857,.5,3,10,22.5
1,20,1,13.142858,1,3,10,10.833333
1,25,0,65.428574,.58333302,3,20,18.5
1,10,1,13.142858,.66666698,3,25,16.833334
1,50,0,51.285713,.41666701,3,25,21
1,25,0,26.142857,.41666701,3,25,25
1,10,1,13.142858,1,3,10,11.666667
1,25,1,13.142858,.5,3,20,23.333334
1,25,1,13.142858,.33333299,3,25,25
0,0,0,103.85714,.33333299,3,50,37.5
0,0,0,90,.41666701,3,25,30
1,10,0,51.285713,.66666698,3,10,15
1,25,0,51.285713,.41666701,3,25,25
1,15,1,13.142858,.91666698,3,10,12.75
0,0,1,13.142858,.5,3,20,23.333334
1,25,0,51.285713,.5,3,25,25
1,10,1,13.142858,1,3,15,13.75
0,0,0,143,.25,3,50,56.666668
1,15,1,13.142858,.66666698,3,20,15.666667
1,25,1,13.142858,.41666701,3,25,30
0,0,0,77.14286,.58333302,3,25,25
1,25,0,51.285713,.5,3,25,25
1,20,1,13.142858,.83333302,3,10,14.5
1,25,0,65.428574,.33333299,3,25,25
1,20,0,26.142857,.66666698,3,15,18.75
1,20,0,26.142857,.58333302,3,20,18.5
1,25,1,13.142858,.75,3,15,14
0,0,0,39.285713,.75,3,20,16.111111
1,25,1,13.142858,.83333302,3,15,14.5
0,0,0,51.285713,.33333299,3,50,42.5
1,25,0,51.285713,.58333302,3,25,20.75
1,15,1,13.142858,.83333302,3,15,14
1,30,0,51.285713,.33333299,3,30,30
1,50,0,90,.25,3,50,33.333332
1,35,0,103.85714,.27272701,2.75,25,25
1,10,1,13.142858,.91666698,3,10,10
1,10,1,13.142858,1,3,10,10
0,0,0,51.285713,.66666698,3,15,15
1,15,0,26.142857,.75,3,10,11.666667
1,15,0,51.285713,.58333302,3,15,15
1,10,1,13.142858,.91666698,3,10,10
1,20,0,39.285713,.58333302,3,20,15.75
0,0,0,51.285713,.66666698,3,15,16.25
0,0,1,13.142858,.58333302,3,25,25.75
1,10,1,13.142858,1,3,10,10
0,0,0,39.285713,.41666701,3,25,22
1,10,0,26.142857,.91666698,3,10,10
0,0,1,13.142858,.5,3,25,21.166666
1,15,0,26.142857,.66666698,3,15,11.833333
1,25,0,51.285713,.33333299,3,25,25
1,25,0,51.285713,.33333299,3,25,25
1,15,0,51.285713,.5,3,15,20
0,0,0,51.285713,.5,3,20,22.5
1,25,0,51.285713,.33333299,3,25,31.25
0,0,1,13.142858,.58333302,3,15,16.5
1,15,0,26.142857,.58333302,3,15,17.833334
1,25,1,13.142858,.66666698,3,20,18.166666
1,10,1,13.142858,.58333302,3,10,18.5
0,0,0,103.85714,.25,3,50,50
1,30,0,65.428574,.33333299,3,30,28.75
1,30,0,51.285713,.33333299,3,30,28.75
1,10,0,51.285713,.5,3,25,20
0,0,0,26.142857,.41666701,3,25,25
1,15,1,13.142858,.75,3,15,13.833333
0,0,0,26.142857,.75,3,15,15
0,0,0,51.285713,.46153799,3.25,25,23.333334
1,10,1,13.142858,1,3,10,10
0,0,1,13.142858,.5,3,25,23.333334
1,10,1,13.142858,1,3,10,10
0,0,1,13.142858,.41666701,3,25,22
1,30,0,51.285713,.5,3,30,20
0,0,0,39.285713,.36363599,2.75,25,31.25
1,20,1,13.142858,.91666698,3,20,20
1,25,1,13.142858,.66666698,3,25,19.666666
0,0,0,39.285713,.66666698,3,25,25
1,25,0,39.285713,.66666698,3,25,25
1,10,1,13.142858,.76923102,3.25,25,22.5
1,20,1,13.142858,.75,3,25,21.111111
1,15,0,26.142857,.83333302,3,15,20
1,25,1,13.142858,.75,3,25,20
1,25,0,51.285713,.41666701,3,50,40
1,25,0,77.14286,.58333302,3,25,25
1,10,1,13.142858,.75,3,25,23.333334
1,25,1,13.142858,.66666698,3,25,25
0,0,1,13.142858,.91666698,3,20,19.5
1,25,1,13.142858,.66666698,3,25,25
1,50,0,51.285713,.33333299,3,50,43.75
1,25,0,26.142857,.66666698,3,25,25
1,25,0,39.285713,.75,3,25,22.25
0,0,1,13.142858,.58333302,3,50,32.166668
0,0,1,13.142858,.66666698,3,25,26.25
1,25,0,26.142857,.66666698,3,25,26.25
1,25,0,39.285713,.33333299,3,25,25
1,50,0,26.142857,.33333299,3,50,50
1,50,0,51.285713,.33333299,3,50,50
1,15,1,13.142858,1,3,12,15.5
1,30,1,13.142858,.66666698,3,35,28.166666
0,0,1,13.142858,.91666698,3,15,23.166666
1,25,0,26.142857,.91666698,3,25,18.166666
1,25,1,13.142858,.58333302,3,25,27.833334
1,25,0,26.142857,.5,3,25,37.5
1,25,0,26.142857,.66666698,3,25,23.75
1,50,0,51.285713,.33333299,3,50,50
0,0,0,51.285713,.58333302,3,50,34.25
1,25,1,13.142858,.66666698,3,25,25
1,50,0,51.285713,.33333299,3,50,50
0,0,1,13.142858,.83333302,3,25,25
0,0,1,13.142858,.83333302,3,25,25
1,30,1,13.142858,.66666698,3,25,23.75
1,25,0,26.142857,.58333302,3,30,27.166666
