prate,mrate,totpart,totelg,age,totemp,sole,ltotemp
78,.36000001,578,741,37,979,0,6.8865318
100,.55000001,750,750,13,924,1,6.828712
93.900002,.41999999,139,148,32,165,1,5.1059456
91.099998,.38999999,2220,2437,16,4036,0,8.303009
100,.63999999,99,99,16,271,1,5.602119
100,1.63,103,103,23,591,0,6.3818159
100,2.3,89,89,33,456,1,6.1224928
100,3.98,176,176,24,428,0,6.059123
100,1.7,1349,1349,16,2548,1,7.8430638
81.300003,.81,87,107,23,243,0,5.4930615
100,4.3800001,197,197,19,589,0,6.3784261
83.800003,.38,358,427,7,3980,0,8.2890368
71.599998,1.91,682,953,40,1312,0,7.1793079
100,.34,61,61,16,69,1,4.2341065
100,1.61,1121,1121,25,1745,1,7.46451
99.900002,.94999999,1004,1005,22,1094,1,6.9975958
100,.029999999,1570,1570,31,31853,1,10.368887
100,1.63,582,582,41,12811,0,9.4580593
99.800003,.70999998,2726,2731,25,3133,1,8.0497465
90.300003,.52999997,215,238,6,342,1,5.8348107
100,.97000003,88,88,20,284,1,5.6489744
100,2.75,378,378,29,477,1,6.1675167
90.300003,.34999999,243,269,29,399,0,5.9889612
100,1.5,92,92,32,165,1,5.1059456
100,2.3599999,135,135,21,135,0,4.9052749
100,1.79,264,264,21,264,0,5.5759492
100,.80000001,680,680,24,858,0,6.7546039
100,.17,4439,4439,7,5179,0,8.5523672
70.300003,.44999999,473,673,9,2549,0,7.8434563
100,.44,529,529,7,529,1,6.2709885
100,1.02,171,171,19,492,1,6.1984787
100,.12,330,330,19,330,1,5.7990928
91.599998,.75,4511,4926,22,9417,0,9.1502714
100,1.11,2706,2706,24,3068,1,8.0287809
44.099998,.38,1067,2422,7,3473,0,8.1527739
100,.56999999,1251,1251,13,1300,1,7.1701198
86.900002,.25,126,145,11,230,0,5.4380794
100,.67000002,270,270,23,474,1,6.1612072
100,1.66,1167,1167,25,1602,1,7.3790083
62.200001,.16,634,1020,7,1020,0,6.9275579
77.300003,.34999999,656,849,7,36962,0,10.517646
76.900002,.19,100,130,7,195,1,5.2729998
53.099998,.22,220,414,8,1460,0,7.2861919
66.5,.25,179,269,7,269,1,5.5947113
100,.28999999,13518,13518,21,18677,0,9.8350477
100,2.45,10518,10518,13,19055,1,9.8550844
100,.70999998,43410,43410,42,65151,0,11.084463
100,.28,1539,1539,14,1539,1,7.3388882
70.5,.44999999,308,437,5,476,1,6.1654177
61.5,.70999998,2057,3343,19,22026,1,9.999979
90,.44999999,955,1061,14,1223,1,7.1090622
100,.25999999,492,492,9,526,0,6.2653012
100,.52999997,108,108,8,144,1,4.9698133
63.299999,.2,1774,2804,9,8546,0,9.0532188
56.700001,.16,2707,4775,7,6740,1,8.815815
100,.95999998,579,579,16,844,1,6.7381525
100,1.33,123,123,19,171,1,5.1416636
100,.41999999,111,111,7,158,1,5.0625949
68.699997,.16,491,715,7,1012,0,6.9196839
93.199997,.5,11420,12249,27,29557,0,10.294076
100,.050000001,583,583,8,666,1,6.5012898
76.400002,2.05,223,292,11,333,1,5.8081427
88.599998,1.28,1640,1852,6,4094,0,8.3172779
100,1.03,155,155,10,240,1,5.480639
80.599998,.2,228,283,7,385,1,5.9532433
100,2.3099999,283,283,8,341,0,5.8318825
84.900002,.41,118,139,7,405,1,6.0038872
90.5,.37,12981,14339,40,50697,0,10.833622
100,.27000001,704,704,17,50697,0,10.833622
100,.079999998,613,613,22,50697,0,10.833622
100,.37,1075,1075,22,50697,0,10.833622
78.800003,.43000001,216,274,8,370,1,5.9135032
46.900002,.23,307,655,8,655,1,6.4846354
91.699997,.16,7673,8364,37,11930,0,9.3868113
100,1.78,129,129,15,286,0,5.655992
100,.34,119,119,11,152,0,5.0238805
88.199997,.40000001,240,272,16,338,1,5.8230457
100,.43000001,127,127,7,334,1,5.811141
86.300003,.80000001,594,688,6,929,0,6.8341088
61.400002,.20999999,89,145,8,186,1,5.2257466
97.099998,.41999999,167,172,18,196,1,5.2781148
76.300003,.30000001,297,389,9,569,0,6.3438807
86.5,.40000001,147,170,23,205,0,5.32301
35.799999,.17,435,1215,5,1517,1,7.3244901
74.699997,1.13,515,689,6,26052,1,10.16785
100,.86000001,684,684,13,859,0,6.7557688
51.900002,.11,309,595,6,603,1,6.401917
62,.12,455,734,5,910,1,6.8134446
78.599998,.54000002,869,1105,5,1396,1,7.2413664
81.800003,.80000001,270,330,12,398,1,5.9864521
28.6,.18000001,1172,4101,9,4688,0,8.4527617
100,.11,600,600,8,935,0,6.8405466
100,.5,446,446,6,468,0,6.1484685
100,2.4100001,119,119,12,119,1,4.7791233
100,.34999999,600,600,6,856,1,6.7522702
100,.25999999,199,199,12,661,0,6.4937539
100,.23999999,197,197,30,450,1,6.1092477
80.900002,.36000001,8975,11099,42,12721,0,9.4510098
49.200001,.41,493,1003,18,1599,0,7.3771338
100,2.3,127,127,25,589,1,6.3784261
100,.67000002,202,202,8,202,1,5.3082676
75.199997,.38999999,2949,3921,11,6584,0,8.7923975
100,1.04,149,149,15,232,1,5.4467373
87.400002,.40000001,209,239,7,1605,0,7.3808789
3,.38,1049,34547,8,88975,0,11.396111
84.599998,.44,126,149,9,155,1,5.0434251
93.300003,.47,16579,17766,8,70707,0,11.1663
67.199997,.19,240,357,8,2384,0,7.776535
59.900002,.18000001,1195,1994,8,2384,0,7.776535
100,.40000001,128,128,15,138,1,4.9272537
86.5,.5,587,679,5,694,0,6.5424719
100,.34,126,126,7,241,1,5.484797
100,.19,514,514,9,756,0,6.6280413
100,4.7800002,358,358,7,661,1,6.4937539
100,3.8499999,237,237,8,317,1,5.7589016
100,.31,309,309,33,355,0,5.872118
62,.19,325,524,12,718,0,6.5764694
100,1.25,2667,2667,16,6344,0,8.7552652
98.900002,1.27,177,179,5,208,1,5.3375382
64.599998,.30000001,363,562,5,639,1,6.4599047
84.099998,.44,143,170,8,279,1,5.6312118
14.9,.22,1011,6801,7,9188,1,9.1256533
81.699997,.47,3168,3879,7,10526,0,9.2616034
68.300003,.41999999,112,164,16,262,1,5.5683446
100,.40000001,136,136,12,320,1,5.768321
100,2.8900001,765,765,36,3625,0,8.1956091
80.400002,.050000001,234,291,8,389,1,5.9635792
72.599998,.31999999,3349,4615,8,41406,0,10.631181
100,.61000001,813,813,7,2413,0,7.7886262
90.5,.38999999,3261,3603,27,3915,0,8.2725706
100,.31999999,77,77,13,181,0,5.1984968
80.599998,.17,489,607,7,1944,0,7.5725031
64.400002,.31999999,2013,3128,7,4561,0,8.4252968
73,.33000001,712,975,13,1148,0,7.0457764
85.400002,.47999999,164,192,27,327,1,5.7899604
70.199997,.12,335,477,14,2679,0,7.893199
86.5,.37,38493,44517,27,88975,0,11.396111
76.400002,.38,26405,34547,27,88975,0,11.396111
100,.87,222,222,28,231,0,5.4424176
100,.97000003,72,72,33,98,1,4.5849676
90.800003,.69,45288,49893,26,117414,0,11.673461
77,.44,33430,43428,30,54497,0,10.905901
81.199997,1.14,613,755,10,1170,1,7.0647593
58.200001,.56,318,546,6,912,1,6.81564
60.900002,.31999999,227,373,17,434,0,6.0730443
94.400002,.12,135,143,6,226,1,5.4205351
71.099998,.38,1590,2235,8,9741,1,9.1840992
69.800003,.43000001,268,384,7,492,0,6.1984787
65,.36000001,2456,3776,5,7360,1,8.9038153
89,.34,3942,4428,31,4549,0,8.4226627
67,.52999997,293,437,7,628,1,6.4425402
87.599998,.36000001,14890,16996,28,18364,0,9.8181477
100,.38,10881,10881,9,29203,0,10.282026
100,.20999999,5378,5378,48,6561,0,8.7888985
100,.54000002,448,448,6,494,0,6.2025356
100,3.3299999,155,155,17,539,1,6.2897158
97.900002,.36000001,5154,5266,16,7324,0,8.8989115
72.800003,.46000001,107,147,8,174,0,5.1590552
100,1.16,210,210,21,359,0,5.8833222
100,.19,117,117,41,135,1,4.9052749
100,1.86,491,491,34,1171,1,7.0656133
100,2.76,387,387,40,482,1,6.1779442
100,.79000002,2168,2168,9,2515,0,7.8300281
100,4.9099998,102,102,17,154,1,5.0369525
87.5,.28999999,4298,4911,26,11047,0,9.3099146
100,.55000001,1940,1940,15,2843,0,7.9526153
80.599998,.22,150,186,7,289,0,5.6664267
60.799999,1.25,146,240,8,347,0,5.8493247
73.800003,.25,459,622,40,846,0,6.7405195
100,1.15,806,806,9,1645,1,7.4054956
73.699997,.34999999,143,194,7,505,0,6.2245584
92.400002,.34999999,219,237,33,340,1,5.8289456
100,1.47,93,93,5,122,0,4.8040209
85,.38999999,734,864,7,986,0,6.8936563
100,.99000001,204,204,9,253,1,5.5333896
85.300003,.38999999,5507,6459,14,28544,0,10.259202
85.800003,.5,11623,13553,24,78182,0,11.266795
89,.5,50985,57288,24,78183,0,11.266808
79.400002,.50999999,2532,3188,7,78182,0,11.266795
64.300003,.12,2861,4452,11,6359,0,8.7576265
91.800003,.31,191,208,10,337,0,5.8200831
100,.46000001,246,246,38,300,1,5.7037826
98.400002,.33000001,932,947,8,1137,1,7.0361485
82.599998,.43000001,152,184,5,223,1,5.4071717
84.300003,.94,698,828,16,859,0,6.7557688
100,1.86,134,134,8,179,1,5.187386
100,.69,7087,7087,18,11643,0,9.3624601
70.199997,.5,708,1009,15,1442,1,7.2737865
100,1.48,108,108,27,365,0,5.8998976
95.800003,.40000001,2184,2280,15,3544,0,8.1730118
100,.2,229,229,7,232,1,5.4467373
100,2.0799999,94,94,5,147,1,4.9904327
100,.75999999,113,113,9,407,1,6.0088134
100,.31999999,161,161,26,220,1,5.3936276
100,1.77,126,126,6,216,1,5.3752785
79.800003,.41999999,1769,2218,22,2571,0,7.8520503
58.400002,.20999999,9276,15881,25,18404,0,9.820323
100,1,176,176,5,650,0,6.4769726
100,.40000001,153,153,8,186,0,5.2257466
79.599998,.49000001,180,226,24,255,0,5.5412636
100,.30000001,1172,1172,12,1384,0,7.2327332
100,.79000002,1172,1172,11,1384,0,7.2327332
81.699997,.41,250,306,7,382,0,5.9454207
100,.17,232,232,8,385,1,5.9532433
100,.17,134,134,7,174,1,5.1590552
100,.029999999,95,95,19,146,1,4.9836068
100,1.3,129,129,30,236,0,5.4638319
100,2.1800001,157,157,8,193,1,5.2626901
100,.69,560,560,16,625,1,6.4377518
100,.63,23000,23000,9,44450,0,10.70212
100,.63999999,190,190,9,907,1,6.8101425
100,.58999997,129,129,26,185,1,5.220356
100,.25999999,254,254,21,295,1,5.6869755
100,1.6,1542,1542,9,2508,0,7.8272409
100,.2,234,234,5,290,1,5.6698809
31.4,.029999999,922,2933,6,4212,0,8.3456926
98.5,.58999997,128,130,7,130,1,4.8675346
100,1.25,770,770,26,823,1,6.7129564
100,3.7,640,640,8,825,0,6.7153835
100,.029999999,190,190,6,480,1,6.1737862
100,.57999998,402,402,7,629,1,6.4441314
73.900002,.18000001,677,916,6,1026,0,6.933423
100,1,150,150,9,240,1,5.480639
79.300003,.38,571,720,19,5802,1,8.6659584
70.599998,.40000001,173,245,40,870,1,6.7684932
100,.22,102,102,22,115,0,4.7449322
69.300003,.75999999,280,404,27,909,1,6.812345
93.400002,.07,576,617,7,617,0,6.4248691
100,2.3199999,318,318,27,319,0,5.7651911
84.699997,.38,149,176,7,196,1,5.2781148
100,.039999999,196,196,9,303,1,5.7137327
100,.34,1224,1224,12,1805,0,7.4983158
100,.14,168,168,19,176,1,5.1704841
100,.72000003,138,138,20,157,1,5.0562458
100,.46000001,186,186,15,212,1,5.3565865
94.400002,1.51,84,89,12,124,0,4.8202815
100,.52999997,644,644,8,727,0,6.5889263
62.5,.40000001,95,152,7,315,1,5.7525725
53.700001,.090000004,440,820,8,965,0,6.872128
100,.63999999,241,241,25,392,1,5.971262
100,1.13,268,268,15,464,1,6.1398845
100,1.0599999,417,417,24,419,0,6.0378709
87.699997,1.9,408,465,18,702,0,6.5539336
85.699997,.50999999,180,210,8,214,0,5.3659759
100,.38,123,123,6,459,0,6.1290503
62.900002,1.21,1415,2251,19,18700,1,9.8362789
100,.70999998,240,240,10,318,1,5.7620516
100,1.34,169,169,21,280,1,5.6347895
56.700001,.090000004,135,238,8,288,1,5.6629605
100,.14,640,640,5,837,0,6.7298241
100,1.9299999,284,284,18,284,1,5.6489744
100,.18000001,469,469,19,475,0,6.1633148
60.299999,.27000001,232,385,12,423,1,6.0473723
21.299999,.38,766,3600,6,4500,1,8.4118328
85.699997,.40000001,699,816,7,1504,0,7.3158836
100,.38999999,225,225,8,519,0,6.251904
100,.72000003,149,149,16,170,1,5.1357985
71.699997,.79000002,266,371,31,543,0,6.2971091
91.699997,.27000001,144,157,9,505,1,6.2245584
100,.69,2351,2351,8,2351,1,7.7625961
55.900002,.38999999,243,435,7,625,0,6.4377518
94.199997,.16,373,396,18,608,1,6.4101748
100,1.61,110,110,21,178,1,5.1817837
96.5,.50999999,750,777,5,873,0,6.7719355
100,.12,100,100,22,186,1,5.2257466
87.599998,.66000003,106,121,5,398,1,5.9864521
77.300003,.31999999,1482,1916,9,22023,0,9.9998426
100,.41999999,103,103,7,417,0,6.0330863
100,1.88,72,72,19,138,1,4.9272537
62.700001,.36000001,16545,26395,22,39378,0,10.580962
100,.47999999,256,256,7,431,1,6.0661082
100,.31999999,336,336,7,359,0,5.8833222
89.699997,.36000001,2313,2578,12,4540,0,8.420682
100,.23,621,621,8,720,1,6.5792513
100,2.3699999,131,131,13,166,1,5.1119876
100,.2,449,449,6,19744,1,9.890605
77.699997,.14,290,373,5,978,1,6.8855095
56.799999,.25999999,643,1132,6,1281,0,7.1553965
58.200001,.36000001,185,318,11,332,1,5.8051348
100,.36000001,240,240,9,300,0,5.7037826
100,.94,2031,2031,6,2898,1,7.971776
70,.31,91,130,6,252,1,5.529429
60.099998,1.77,101,168,5,359,1,5.8833222
100,1.16,168,168,21,168,1,5.1239638
100,1.35,137,137,11,163,1,5.09375
78.099998,.31,3703,4743,5,6994,0,8.852808
78.099998,.31,3703,4743,5,6994,0,8.852808
100,.49000001,166,166,6,264,1,5.5759492
100,.54000002,100,100,6,124,0,4.8202815
100,.58999997,475,475,8,562,0,6.331502
100,.79000002,571,571,7,926,0,6.8308744
100,.66000003,764,764,9,830,1,6.7214255
92.599998,2.3099999,100,108,8,160,1,5.0751739
100,1.86,157,157,6,157,1,5.0562458
61.700001,.41,513,832,6,979,1,6.8865318
55.5,.090000004,161,290,5,493,1,6.2005091
100,.93000001,190,190,12,190,1,5.2470241
100,.07,128,128,7,182,1,5.2040067
100,1.96,175,175,9,214,1,5.3659759
100,1.99,427,427,13,627,1,6.4409466
17.4,.28999999,265,1524,5,1549,0,7.345365
100,.12,254,254,7,345,1,5.8435445
90.800003,1.1799999,1448,1594,21,26052,1,10.16785
100,.28,108,108,6,325,1,5.7838254
99.599998,.23999999,229,230,13,230,1,5.4380794
76.400002,.40000001,2652,3469,8,60258,0,11.006391
43.799999,.2,1372,3130,6,10990,1,9.3047409
100,.38999999,191,191,13,393,1,5.9738097
100,.57999998,110,110,5,211,1,5.3518581
79.300003,.43000001,318,401,9,57065,1,10.951946
100,.89999998,617,617,10,938,1,6.84375
100,.75999999,180,180,10,242,1,5.4889379
51.5,.23,177,344,7,419,1,6.0378709
88.400002,1.26,61,69,8,210,0,5.3471074
79.900002,.67000002,147,184,51,309,0,5.7333412
80.800003,.69,101,125,29,309,0,5.7333412
92.599998,.58999997,261,282,6,510,0,6.2344108
100,1.29,694,694,10,1289,1,7.161622
92.5,.51999998,297,321,22,364,1,5.8971539
43.299999,.15000001,384,886,7,1191,1,7.0825486
45.799999,.44,1690,3691,7,5865,1,8.6767578
67.199997,.19,117,174,6,305,1,5.7203116
100,.12,3565,3565,9,3565,1,8.1789198
79.300003,.70999998,107,135,5,216,1,5.3752785
78.800003,.46000001,761,966,8,980,0,6.8875527
100,.28999999,764,764,6,962,0,6.8690143
100,.38,113,113,8,185,0,5.220356
50.900002,.51999998,144,283,9,796,1,6.6795993
81.599998,.41999999,142,174,8,177,1,5.1761498
77.599998,.36000001,222,286,7,381,0,5.9427996
93.900002,.5,400,426,8,457,1,6.1246834
80.900002,.47,555,686,16,1399,0,7.2435131
100,.20999999,159,159,6,189,1,5.2417469
85.800003,.16,1138,1327,18,1328,0,7.1914291
100,1.01,121,121,6,537,1,6.2859979
100,.28999999,184,184,7,231,1,5.4424176
100,2.6400001,207,207,6,259,1,5.556828
100,.51999998,3405,3405,8,4792,0,8.4747028
70.900002,.41,100,141,8,141,1,4.94876
100,.94999999,183,183,5,223,1,5.4071717
100,1.04,1590,1590,12,1612,0,7.385231
91.800003,.97000003,167,182,9,525,1,6.2633982
72.099998,.12,202,280,6,1564,0,7.3550019
100,.43000001,98,98,12,167,1,5.1179938
74.699997,.38999999,74,99,8,170,1,5.1357985
72.900002,.81,3601,4937,6,7061,0,8.8623419
100,2.9000001,110,110,8,129,0,4.8598123
63.599998,.34,673,1059,9,2700,1,7.9010072
52.700001,.44999999,196,372,12,486,0,6.1862087
83.300003,.029999999,209,251,8,520,0,6.253829
84.900002,.27000001,118,139,18,148,0,4.9972124
100,.1,129,129,10,132,0,4.882802
70.900002,.5,280,395,5,1777,0,7.4826818
68.800003,.38,350,509,5,577,1,6.3578424
82.599998,.56,2282,2763,24,4090,0,8.3163004
100,.77999997,15923,15923,26,45000,0,10.714417
100,3.0999999,92,92,26,108,1,4.6821313
99.5,.70999998,5097,5123,41,8331,1,9.0277386
91.900002,.20999999,203,221,14,241,1,5.484797
68.699997,.19,1762,2566,7,3894,1,8.2671919
73.800003,.34999999,107,145,7,215,0,5.3706379
100,2.6700001,1376,1376,13,1376,1,7.2269359
78.5,.31,1772,2256,6,2332,0,7.7544813
99.199997,.40000001,2254,2273,36,18706,0,9.8365993
100,.87,193,193,8,193,0,5.2626901
79.099998,.50999999,121,153,8,6951,0,8.8466406
81,.98000002,162,200,7,236,0,5.4638319
93.099998,.64999998,256,275,7,398,0,5.9864521
100,.80000001,417,417,8,459,1,6.1290503
68.900002,.60000002,665,965,6,1603,1,7.379632
100,1.73,1086,1086,9,2817,0,7.9434276
59.599998,.050000001,271,455,8,507,0,6.2285109
100,3.24,2477,2477,30,3523,0,8.1670685
52.400002,.31,1392,2659,8,34393,0,10.445608
100,.99000001,325,325,39,439,1,6.0844994
54.900002,.40000001,203,370,7,521,0,6.2557502
100,4.02,432,432,34,660,0,6.49224
89.099998,1.4,212,238,31,469,1,6.1506028
60.599998,.059999999,829,1367,7,1828,0,7.5109777
85.099998,.33000001,553,650,24,907,0,6.8101425
100,2.52,142,142,17,197,1,5.2832036
100,2.27,1928,1928,35,2171,0,7.6829433
100,.57999998,166,166,8,931,1,6.8362594
100,.44999999,2179,2179,24,3187,0,8.0668354
